,title,author,rank,isbn,weeks_on_list,dagger,published_date
5291,THE WEDDING DRESS,Rachel Hauck,12,9781401686314,3,0,2016-03-27
5292,MARKED IN FLESH,Anne Bishop,13,9780698190429,1,0,2016-03-27
5293,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,14,9781476746586,76,0,2016-03-27
5294,THE GANGSTER,Clive Cussler and Justin Scott,15,9780399175954,2,0,2016-03-27
5295,ROOM,Emma Donoghue,16,9780316098328,0,0,2016-03-27
5296,THE WIDOW,Fiona Barton,17,9781101990469,0,0,2016-03-27
5297,MEMORY MAN,David Baldacci,18,9781455559800,0,0,2016-03-27
5298,FIND HER,Lisa Gardner,19,9780698404229,0,0,2016-03-27
5299,THE MARTIAN,Andy Weir,20,9780553418026,0,0,2016-03-27
5300,PRIVATE PARIS,James Patterson and Mark Sullivan,1,9780316408998,1,0,2016-04-03
5301,PROPERTY OF A NOBLEWOMAN,Danielle Steel,2,9780804179669,1,0,2016-04-03
5302,DARK PROMISES,Christine Feehan,3,9780698180543,1,0,2016-04-03
5303,ME BEFORE YOU,Jojo Moyes,4,9780143124542,7,0,2016-04-03
5304,THE NIGHTINGALE,Kristin Hannah,5,9781466850606,47,0,2016-04-03
5305,PLAYING THE ODDS,Nora Roberts,6,9781101569436,1,0,2016-04-03
5306,THE WEDDING DRESS,Rachel Hauck,7,9781401686314,4,0,2016-04-03
5307,THE GIRL ON THE TRAIN,Paula Hawkins,8,9781594633669,59,0,2016-04-03
5308,OFF THE GRID,C J Box,9,9780399176609,2,0,2016-04-03
5309,HAWKE,Sawyer Bennett,10,9781101968109,1,0,2016-04-03
5310,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,11,9781476746586,77,0,2016-04-03
5311,THE LIAR,Nora Roberts,12,9781101989753,9,0,2016-04-03
5312,DEEP BLUE,Randy Wayne White,13,9780399173516,1,0,2016-04-03
5313,THE GANGSTER,Clive Cussler and Justin Scott,14,9780698406421,3,0,2016-04-03
5314,THE STEEL KISS,Jeffery Deaver,15,9781455536368,2,0,2016-04-03
5315,IF I DIDN'T KNOW BETTER,Barbara Freethy,16,9780996117111,0,0,2016-04-03
5316,ROOM,Emma Donoghue,17,9780316098328,0,0,2016-04-03
5317,THE MARTIAN,Andy Weir,18,9780553418026,0,0,2016-04-03
5318,FIRE TOUCHED,Patricia Briggs,19,9780698180918,0,0,2016-04-03
5319,MY BRILLIANT FRIEND,Elena Ferrante,20,9781609450786,0,0,2016-04-03
5320,FOOL ME ONCE,Harlan Coben,1,9780698404175,1,0,2016-04-10
5321,PRIVATE PARIS,James Patterson and Mark Sullivan,2,9780316408998,2,0,2016-04-10
5322,THE NEST,Cynthia D'Aprix Sweeney,3,9780062414236,1,0,2016-04-10
5323,ME BEFORE YOU,Jojo Moyes,4,9780143124542,8,0,2016-04-10
5324,PROPERTY OF A NOBLEWOMAN,Danielle Steel,5,9780345531063,2,0,2016-04-10
5325,THE NIGHTINGALE,Kristin Hannah,6,9781466850606,48,0,2016-04-10
5326,THE SUMMER BEFORE THE WAR,Helen Simonson,7,9780679644644,1,0,2016-04-10
5327,THE GUILTY,David Baldacci,8,9781455586431,9,0,2016-04-10
5328,THE WEDDING DRESS,Rachel Hauck,9,9781401686314,5,0,2016-04-10
5329,THE WEDDING,Nicholas Sparks,10,9780759507913,1,0,2016-04-10
5330,THE GIRL ON THE TRAIN,Paula Hawkins,11,9781594633669,60,0,2016-04-10
5331,THE THIRD GATE,Lincoln Child,12,9780385531399,2,0,2016-04-10
5332,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,13,9781476746586,78,0,2016-04-10
5333,THE LIAR,Nora Roberts,14,9781101989753,10,0,2016-04-10
5334,OFF THE GRID,C J Box,15,9780698410053,3,0,2016-04-10
5335,HEARTBREAKER,Linda Howard,16,9780062422262,0,0,2016-04-10
5336,ROOM,Emma Donoghue,17,9780316098328,0,0,2016-04-10
5337,MEMORY MAN,David Baldacci,18,9781455559800,0,0,2016-04-10
5338,A MAN CALLED OVE,Fredrik Backman,19,9781476738024,0,0,2016-04-10
5339,THE MARTIAN,Andy Weir,20,9780553418026,0,0,2016-04-10
5340,FOOL ME ONCE,Harlan Coben,1,9780698404175,2,0,2016-04-17
5341,BECAUSE OF MISS BRIDGERTON,Julia Quinn,2,9780062388155,1,0,2016-04-17
5342,ME BEFORE YOU,Jojo Moyes,3,9780143124542,9,0,2016-04-17
5343,THE NEST,Cynthia D'Aprix Sweeney,4,9780062414236,2,0,2016-04-17
5344,JOURNEY TO MUNICH,Jacqueline Winspear,5,9780062220622,1,0,2016-04-17
5345,PRIVATE PARIS,James Patterson and Mark Sullivan,6,9780316408998,3,0,2016-04-17
5346,MAKE ME,Lee Child,7,9780804178792,8,0,2016-04-17
5347,PARTNERS,John Grisham,8,9780385541923,1,0,2016-04-17
5348,THE NIGHTINGALE,Kristin Hannah,9,9781466850606,49,0,2016-04-17
5349,ONCE A RANCHER,Linda Lael Miller,10,9781459292529,1,0,2016-04-17
5350,NOBODY BUT YOU,Jill Shalvis,11,9781455586790,1,0,2016-04-17
5351,DADDY'S GIRL,Lisa Scottoline,12,9780061797767,1,0,2016-04-17
5352,LOGAN KADE,Tijan,13,A00B01DIE5R3Y,1,0,2016-04-17
5353,A BRUSH OF WINGS,Karen Kingsbury,14,9781451687545,1,0,2016-04-17
5354,THE GUILTY,David Baldacci,15,9781455586431,10,0,2016-04-17
5355,THE WEDDING DRESS,Rachel Hauck,16,9781401686314,0,0,2016-04-17
5356,NO SAFE SECRET,Fern Michaels,17,9781617734618,0,0,2016-04-17
5357,PROPERTY OF A NOBLEWOMAN,Danielle Steel,18,9780804179669,0,0,2016-04-17
5358,THE GIRL ON THE TRAIN,Paula Hawkins,19,9780698185395,0,0,2016-04-17
5359,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,20,9781476746586,0,0,2016-04-17
5360,ONE WITH YOU,Sylvia Day,1,9781250109316,1,0,2016-04-24
5361,THE BEAST,J R Ward,2,9780698192973,1,0,2016-04-24
5362,AS TIME GOES BY,Mary Higgins Clark,3,9781501131103,1,0,2016-04-24
5363,FOOL ME ONCE,Harlan Coben,4,9780698404175,3,0,2016-04-24
5364,FAMILY JEWELS,Stuart Woods,5,9780698195073,1,0,2016-04-24
5365,THE 14TH COLONY,Steve Berry,6,9781466862616,1,0,2016-04-24
5366,THE NEST,Cynthia D'Aprix Sweeney,7,9780062414236,3,0,2016-04-24
5367,ME BEFORE YOU,Jojo Moyes,8,9780143124542,10,0,2016-04-24
5368,VIRGINS,Diana Gabaldon,9,9781101882528,1,0,2016-04-24
5369,FINDING JAKE,Bryan Reardon,10,9780062339539,1,0,2016-04-24
5370,MAKE ME,Lee Child,11,9780804178792,9,0,2016-04-24
5371,MILLER'S VALLEY,Anna Quindlen,12,9780812996098,1,0,2016-04-24
5372,THE NIGHTINGALE,Kristin Hannah,13,9781466850606,50,0,2016-04-24
5373,WHAT WE FIND,Ron Carr,14,9781459292475,1,0,2016-04-24
5374,PRIVATE PARIS,James Patterson and Mark Sullivan,15,9780316408998,4,0,2016-04-24
5375,THE MURDER HOUSE,James Patterson and David Ellis,16,9781455589906,0,0,2016-04-24
5376,THE WEDDING DRESS,Rachel Hauck,17,9781401686314,0,0,2016-04-24
5377,WHITE TIGER,Jennifer Ashley,18,9780698196247,0,0,2016-04-24
5378,THE MURDER OF MARY RUSSELL,Laurie R King,19,9780804177917,0,0,2016-04-24
5379,BECAUSE OF MISS BRIDGERTON,Julia Quinn,20,9780062388155,0,0,2016-04-24
5380,THE OBSESSION,Nora Roberts,1,9780698197008,1,0,2016-05-01
5381,ONE WITH YOU,Sylvia Day,2,9781250109316,2,0,2016-05-01
5382,STUCK-UP SUIT,Vi Keeland and Penelope Ward,3,9781942215394,1,0,2016-05-01
5383,FOOL ME ONCE,Harlan Coben,4,9780698404175,4,0,2016-05-01
5384,ME BEFORE YOU,Jojo Moyes,5,9780143124542,11,0,2016-05-01
5385,THE NEST,Cynthia D'Aprix Sweeney,6,9780062414236,4,0,2016-05-01
5386,MOST WANTED,Lisa Scottoline,7,9781250088123,1,0,2016-05-01
5387,NOW THAT I'VE FOUND YOU,Bella Andre,8,9781938127892,1,0,2016-05-01
5388,AS TIME GOES BY,Mary Higgins Clark,9,9781501131103,2,0,2016-05-01
5389,THE NIGHTINGALE,Kristin Hannah,10,9781466850606,51,0,2016-05-01
5390,MAKE ME,Lee Child,11,9780804178792,10,0,2016-05-01
5391,THE MURDER HOUSE,James Patterson and David Ellis,12,9781455589906,7,0,2016-05-01
5392,THE PLAYER,Kresley Cole,13,9780997215106,1,0,2016-05-01
5393,THE 14TH COLONY,Steve Berry,14,9781466862616,2,0,2016-05-01
5394,LISTEN TO ME,Kristen Pro,15,9780062434777,1,0,2016-05-01
5395,FAMILY JEWELS,Stuart Woods,16,9780698195073,0,0,2016-05-01
5396,MILLER'S VALLEY,Anna Quindlen,17,9780812996081,0,0,2016-05-01
5397,PARTNERS,John Grisham,18,9780385541923,0,0,2016-05-01
5398,THE GIRL ON THE TRAIN,Paula Hawkins,19,9780698185395,0,0,2016-05-01
5399,WHISPER BEACH,Shelley Noble,20,9780062319180,0,0,2016-05-01
5400,THE LAST MILE,David Baldacci,1,9781455586486,1,0,2016-05-08
5401,THE OBSESSION,Nora Roberts,2,9780698197008,2,0,2016-05-08
5402,STUCK-UP SUIT,Vi Keeland and Penelope Ward,3,9781942215394,2,0,2016-05-08
5403,BOUNTY,Kristen Ashley,4,9781310258299,1,0,2016-05-08
5404,THE GIRL ON THE TRAIN,Paula Hawkins,5,9780698185395,61,0,2016-05-08
5405,ONE WITH YOU,Sylvia Day,6,9781250109316,3,0,2016-05-08
5406,THE NEST,Cynthia D'Aprix Sweeney,7,9780062414236,5,0,2016-05-08
5407,ME BEFORE YOU,Jojo Moyes,8,9780143124542,12,0,2016-05-08
5408,ELIGIBLE,Curtis Sittenfeld,9,9780812997613,1,0,2016-05-08
5409,FOOL ME ONCE,Harlan Coben,10,9780698404175,5,0,2016-05-08
5410,JEWELS OF THE SUN,Nora Roberts,11,9781101146057,1,0,2016-05-08
5411,DIRTY,Kylie Scott,12,9781250083272,1,0,2016-05-08
5412,WHAT SHE KNEW,Gilly Macmillan,13,9780062413871,1,0,2016-05-08
5413,THE NIGHTINGALE,Kristin Hannah,14,9781466850606,52,0,2016-05-08
5414,'TIL DEATH DO US PART,Amanda Quick,15,9780698193611,1,0,2016-05-08
5415,AS TIME GOES BY,Mary Higgins Clark,16,9781501131103,0,0,2016-05-08
5416,MAKE ME,Lee Child,17,9780804178792,0,0,2016-05-08
5417,THE MARTIAN,Andy Weir,18,9780804139038,0,0,2016-05-08
5418,THE MURDER HOUSE,James Patterson and David Ellis,19,9781455589906,0,0,2016-05-08
5419,WAR HAWK,James Rollins and Grant Blackwood,20,9780062135308,0,0,2016-05-08
5420,EXTREME PREY,John Sandford,1,9780698407107,1,0,2016-05-15
5421,THE LAST MILE,David Baldacci,2,9781455586486,2,0,2016-05-15
5422,ME BEFORE YOU,Jojo Moyes,3,9780143124542,13,0,2016-05-15
5423,FIRE BOUND,Christine Feehan,4,9780698197756,1,0,2016-05-15
5424,THE OBSESSION,Nora Roberts,5,9780698197008,3,0,2016-05-15
5425,BEST OF MY LOVE,Susan Mallery,6,9781459293892,1,0,2016-05-15
5426,THE NEST,Cynthia D'Aprix Sweeney,7,9780062414236,6,0,2016-05-15
5427,THE GIRL ON THE TRAIN,Paula Hawkins,8,9781594633669,62,0,2016-05-15
5428,HIDE AWAY,Iris Johansen,9,9781466887206,1,0,2016-05-15
5429,STUCK-UP SUIT,Vi Keeland and Penelope Ward,10,9781942215394,3,0,2016-05-15
5430,ONE WITH YOU,Sylvia Day,11,9781250109316,4,0,2016-05-15
5431,THE NIGHTINGALE,Kristin Hannah,12,9781466850606,53,0,2016-05-15
5432,AIN'T SHE SWEET,Marie Force,13,9780698192874,1,0,2016-05-15
5433,AS TIME GOES BY,Mary Higgins Clark,14,9781501131103,3,0,2016-05-15
5434,FOOL ME ONCE,Harlan Coben,15,9780698404175,6,0,2016-05-15
5435,ELIGIBLE,Curtis Sittenfeld,16,9780812997613,0,0,2016-05-15
5436,WHISPER BEACH,Shelley Noble,17,9780062319180,0,0,2016-05-15
5437,THE WEDDING DRESS,Rachel Hauck,18,9781401686314,0,0,2016-05-15
5438,A MAN CALLED OVE,Fredrik Backman,19,9781476738024,0,0,2016-05-15
5439,A BUCCANEER AT HEART,Stephanie Laurens,20,9781459294035,0,0,2016-05-15
5440,15TH AFFAIR,James Patterson and Maxine Paetro,1,9780316290050,1,0,2016-05-22
5441,ME BEFORE YOU,Jojo Moyes,2,9781101606377,14,0,2016-05-22
5442,THE LAST MILE,David Baldacci,3,9781455586486,3,0,2016-05-22
5443,THE APARTMENT,Danielle Steel,4,9780804179676,1,0,2016-05-22
5444,EXTREME PREY,John Sandford,5,9780698407107,2,0,2016-05-22
5445,THE OBSESSION,Nora Roberts,6,9780698197008,4,0,2016-05-22
5446,STAR WARS: BLOODLINE,Claudia Gray,7,9780345511362,1,0,2016-05-22
5447,ONLY BELOVED,Mary Balogh,8,9780698411326,1,0,2016-05-22
5448,THE NEST,Cynthia D'Aprix Sweeney,9,9780062414212,7,0,2016-05-22
5449,THE GIRL ON THE TRAIN,Paula Hawkins,10,9781594633669,63,0,2016-05-22
5450,MISTER O,Lauren Blakely,11,A00B01F1476OC,1,0,2016-05-22
5451,THE NIGHTINGALE,Kristin Hannah,12,9781466850606,54,0,2016-05-22
5452,EVERYBODY'S FOOL,Richard Russo,13,9780307270641,1,0,2016-05-22
5453,ROBERT B. PARKER'S SLOW BURN,Ace Atkins,14,9780698161245,1,0,2016-05-22
5454,DOMINATED,Maya Banks,15,9780698191822,1,0,2016-05-22
5455,ELIGIBLE,Curtis Sittenfeld,16,9781400068326,0,0,2016-05-22
5456,A MAN CALLED OVE,Fredrik Backman,17,9781476738024,0,0,2016-05-22
5457,THE HEIST,Janet Evanovich and Lee Goldberg,18,9780345543066,0,0,2016-05-22
5458,NIGHT SHIFT,Charlaine Harris,19,9781101598832,0,0,2016-05-22
5459,AS TIME GOES BY,Mary Higgins Clark,20,9781501130441,0,0,2016-05-22
5460,ME BEFORE YOU,Jojo Moyes,1,9781101606377,15,0,2016-05-29
5461,15TH AFFAIR,James Patterson and Maxine Paetro,2,9780316290050,2,0,2016-05-29
5462,THE LAST MILE,David Baldacci,3,9781455586486,4,0,2016-05-29
5463,EXTREME PREY,John Sandford,4,9780698407107,3,0,2016-05-29
5464,THE GIRL ON THE TRAIN,Paula Hawkins,5,9780698185395,64,0,2016-05-29
5465,THE OBSESSION,Nora Roberts,6,9780698197008,5,0,2016-05-29
5466,TROUBLEMAKER,Linda Howard,7,9780062419002,1,0,2016-05-29
5467,THE NEST,Cynthia D'Aprix Sweeney,8,9780062414236,8,0,2016-05-29
5468,THE APARTMENT,Danielle Steel,9,9780804179676,2,0,2016-05-29
5469,MISTER O,Lauren Blakely,10,A00B01F1476OC,2,0,2016-05-29
5470,16 LIGHTHOUSE ROAD,Debbie Macomber,11,9781459254824,1,0,2016-05-29
5471,THE NIGHTINGALE,Kristin Hannah,12,9781466850606,55,0,2016-05-29
5472,AFTER YOU,Jojo Moyes,13,9780698152045,4,0,2016-05-29
5473,A MAN CALLED OVE,Fredrik Backman,14,9781476738024,1,0,2016-05-29
5474,EVERYBODY'S FOOL,Richard Russo,15,9780307270641,2,0,2016-05-29
5475,ELIGIBLE,Curtis Sittenfeld,16,9780812997613,0,0,2016-05-29
5476,14TH DEADLY SIN,James Patterson and Maxine Paetro,17,9781455584987,0,0,2016-05-29
5477,LAROSE,Louise Erdrich,18,9780062277022,0,0,2016-05-29
5478,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,19,9781476746586,0,0,2016-05-29
5479,LILAC GIRLS,Martha Hall Kelly,20,9781101883068,0,0,2016-05-29
5480,ME BEFORE YOU,Jojo Moyes,1,9781101606377,16,0,2016-06-05
5481,15TH AFFAIR,James Patterson and Maxine Paetro,2,9780316290050,3,0,2016-06-05
5482,THE WEEKENDERS,Mary Kay Andrews,3,9781466872929,1,0,2016-06-05
5483,THE LAST MILE,David Baldacci,4,9781455586486,5,0,2016-06-05
5484,THE FIREMAN,Joe Hill,5,9780062200631,1,0,2016-06-05
5485,BEYOND THE ICE LIMIT,Douglas Preston and Lincoln Child,6,9781455525881,1,0,2016-06-05
5486,THE GIRL ON THE TRAIN,Paula Hawkins,7,9781594633669,65,0,2016-06-05
5487,EXTREME PREY,John Sandford,8,9780698407107,4,0,2016-06-05
5488,THIRTY-SIX AND A HALF MOTIVES,Denise Grover Swank,9,9781939996398,1,0,2016-06-05
5489,THE BEACH HOUSE,Jane Green,10,9781440635861,1,0,2016-06-05
5490,THE HIGHWAYMAN,Craig Johnson,11,9780735220911,1,0,2016-06-05
5491,THE NEST,Cynthia D'Aprix Sweeney,12,9780062414236,9,0,2016-06-05
5492,AFTER YOU,Jojo Moyes,13,9780698152045,5,0,2016-06-05
5493,THE NIGHTINGALE,Kristin Hannah,14,9781466850606,56,0,2016-06-05
5494,THE APARTMENT,Danielle Steel,15,9780804179676,3,0,2016-06-05
5495,A MAN CALLED OVE,Fredrik Backman,16,9781476738024,0,0,2016-06-05
5496,THE OBSESSION,Nora Roberts,17,9780698197008,0,0,2016-06-05
5497,BOAR ISLAND,Nevada Barr,18,9781466870932,0,0,2016-06-05
5498,BLOOD FLAG,Steve Martini,19,9780062328977,0,0,2016-06-05
5499,THE SECOND LIFE OF NICK MASON,Steve Hamilton,20,9780399574337,0,0,2016-06-05
5500,ME BEFORE YOU,Jojo Moyes,1,9781101606377,17,0,2016-06-12
5501,THE CITY OF MIRRORS,Justin Cronin,2,9780804177641,1,0,2016-06-12
5502,15TH AFFAIR,James Patterson and Maxine Paetro,3,9780316290050,4,0,2016-06-12
5503,THE LAST MILE,David Baldacci,4,9781455586486,6,0,2016-06-12
5504,THE GIRL ON THE TRAIN,Paula Hawkins,5,9781594633669,66,0,2016-06-12
5505,AFTER YOU,Jojo Moyes,6,9780698152045,6,0,2016-06-12
5506,THE WEEKENDERS,Mary Kay Andrews,7,9781466872929,2,0,2016-06-12
5507,THE NEST,Cynthia D'Aprix Sweeney,8,9780062414236,10,0,2016-06-12
5508,HAUNTED DESTINY,Heather Graham,9,9781459294141,1,0,2016-06-12
5509,A MAN CALLED OVE,Fredrik Backman,10,9781476738024,2,0,2016-06-12
5510,THE NIGHTINGALE,Kristin Hannah,11,9781466850606,57,0,2016-06-12
5511,EXTREME PREY,John Sandford,12,9780698407107,5,0,2016-06-12
5512,UNTIL JUNE,Aurora Rose Reynolds,13,A00B01CF9YVSA,1,0,2016-06-12
5513,THE OBSESSION,Nora Roberts,14,9780698197008,6,0,2016-06-12
5514,DEEP DARK,Laura Griffin,15,9781476779287,1,0,2016-06-12
5515,THE FIREMAN,Joe Hill,16,9780062200631,0,0,2016-06-12
5516,THE APARTMENT,Danielle Steel,17,9780804179676,0,0,2016-06-12
5517,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,18,9781476746586,0,0,2016-06-12
5518,DESIRE AFTER DARK,Marie Force,19,9781942295501,0,0,2016-06-12
5519,SWEETBITTER,Stephanie Danler,20,9781101875957,0,0,2016-06-12
5520,ME BEFORE YOU,Jojo Moyes,1,9781101606377,18,0,2016-06-19
5521,THE EMPEROR'S REVENGE,Clive Cussler and Boyd Morrison,2,9780698406513,1,0,2016-06-19
5522,MARRYING WINTERBORNE,Lisa Kleypas,3,9780062371843,1,0,2016-06-19
5523,BEFORE THE FALL,Noah Hawley,4,9781455561803,1,0,2016-06-19
5524,ALL SUMMER LONG,Dorothea Benton Frank,5,9780062390776,1,0,2016-06-19
5525,AFTER YOU,Jojo Moyes,6,9780698152045,7,0,2016-06-19
5526,15TH AFFAIR,James Patterson and Maxine Paetro,7,9780316290050,5,0,2016-06-19
5527,A HERO OF FRANCE,Alan Furst,8,9780812996500,1,0,2016-06-19
5528,THE LAST MILE,David Baldacci,9,9781455586486,7,0,2016-06-19
5529,THE WEEKENDERS,Mary Kay Andrews,10,9781466872929,3,0,2016-06-19
5530,THE GIRL ON THE TRAIN,Paula Hawkins,11,9781594633669,67,0,2016-06-19
5531,INTO THE WHIRLWIND,Kat Martin,12,9781420139037,1,0,2016-06-19
5532,A MAN CALLED OVE,Fredrik Backman,13,9781476738024,3,0,2016-06-19
5533,THE NEST,Cynthia D'Aprix Sweeney,14,9780062414212,11,0,2016-06-19
5534,THE CITY OF MIRRORS,Justin Cronin,15,9780804177641,2,0,2016-06-19
5535,THE ISLAND HOUSE,Nancy Thayer,16,9781101967065,0,0,2016-06-19
5536,MODERN LOVERS,Emma Straub,17,9780698407978,0,0,2016-06-19
5537,THE COLLECTOR,Nora Roberts,18,9780515154122,0,0,2016-06-19
5538,THE NIGHTINGALE,Kristin Hannah,19,9781466850606,0,0,2016-06-19
5539,THE SURGEON,Tess Gerritsen,20,9780345449436,0,0,2016-06-19
5540,END OF WATCH,Stephen King,1,9781501129742,1,0,2016-06-26
5541,ME BEFORE YOU,Jojo Moyes,2,9781101606377,19,0,2016-06-26
5542,CROSS KILL,James Patterson,3,9780316360623,1,0,2016-06-26
5543,DISHONORABLE INTENTIONS,Stuart Woods,4,9780399573934,1,0,2016-06-26
5544,AFTER YOU,Jojo Moyes,5,9780698152045,8,0,2016-06-26
5545,THE HOUSE OF SECRETS,Brad Meltzer and Tod Goldberg,6,9781455559503,1,0,2016-06-26
5546,BEFORE THE FALL,Noah Hawley,7,9781455561803,2,0,2016-06-26
5547,THE GIRL ON THE TRAIN,Paula Hawkins,8,9781594633669,68,0,2016-06-26
5548,THE EMPEROR'S REVENGE,Clive Cussler and Boyd Morrison,9,9780399175961,2,0,2016-06-26
5549,ZOO 2,James Patterson with Max DiLallo,10,9780316317122,1,0,2016-06-26
5550,15TH AFFAIR,James Patterson and Maxine Paetro,11,9780316290050,6,0,2016-06-26
5551,THE LAST MILE,David Baldacci,12,9781455586486,8,0,2016-06-26
5552,THE WEEKENDERS,Mary Kay Andrews,13,9781466872929,4,0,2016-06-26
5553,THE COLLECTOR,Nora Roberts,14,9780515154122,7,0,2016-06-26
5554,A MAN CALLED OVE,Fredrik Backman,15,9781476738024,4,0,2016-06-26
5555,MARRYING WINTERBORNE,Lisa Kleypas,16,9780062371850,0,0,2016-06-26
5556,AMERICA'S FIRST DAUGHTER,Stephanie Dray and Laura Kamoie,17,9780062347275,0,0,2016-06-26
5557,ALL SUMMER LONG,Dorothea Benton Frank,18,9780062390752,0,0,2016-06-26
5558,THE NIGHTINGALE,Kristin Hannah,19,9781466850606,0,0,2016-06-26
5559,I ALMOST FORGOT ABOUT YOU,Terry McMillan,20,9781101902578,0,0,2016-06-26
5560,BAY OF SIGHS,Nora Roberts,1,9780698190740,1,0,2016-07-03
5561,ME BEFORE YOU,Jojo Moyes,2,9780143130154,20,0,2016-07-03
5562,FOREIGN AGENT,Brad Thor,3,9781476789378,1,0,2016-07-03
5563,END OF WATCH,Stephen King,4,9781501129742,2,0,2016-07-03
5564,THE NIGHTINGALE,Kristin Hannah,5,9781466850606,58,0,2016-07-03
5565,HERE'S TO US,Elin Hilderbrand,6,9780316375153,1,0,2016-07-03
5566,TOM CLANCY: DUTY AND HONOR,Grant Blackwood,7,9780698410657,1,0,2016-07-03
5567,THE GIRLS,Emma Cline,8,9780812998610,1,0,2016-07-03
5568,CROSS KILL,James Patterson,9,9780316317146,2,0,2016-07-03
5569,AFTER YOU,Jojo Moyes,10,9780698152045,9,0,2016-07-03
5570,THE GIRL ON THE TRAIN,Paula Hawkins,11,9781594633669,69,0,2016-07-03
5571,BEFORE THE FALL,Noah Hawley,12,9781455561803,3,0,2016-07-03
5572,THE LAST MILE,David Baldacci,13,9781455586455,9,0,2016-07-03
5573,A MAN CALLED OVE,Fredrik Backman,14,9781476738024,5,0,2016-07-03
5574,ZOO 2,James Patterson with Max DiLallo,15,9780316317122,2,0,2016-07-03
5575,THE EMPEROR'S REVENGE,Clive Cussler and Boyd Morrison,16,9780399175961,0,0,2016-07-03
5576,THE COLLECTOR,Nora Roberts,17,9780515154122,0,0,2016-07-03
5577,BARKSKINS,Annie Proulx,18,9780743288781,0,0,2016-07-03
5578,15TH AFFAIR,James Patterson and Maxine Paetro,19,9780316290050,0,0,2016-07-03
5579,DOMINANCE NEVER DIES,Lexi Blake,20,9781937608514,0,0,2016-07-03
5580,ME BEFORE YOU,Jojo Moyes,1,9780143130154,21,0,2016-07-10
5581,END OF WATCH,Stephen King,2,9781501129742,3,0,2016-07-10
5582,THE PURSUIT,Janet Evanovich and Lee Goldberg,3,9780553392784,1,0,2016-07-10
5583,BAY OF SIGHS,Nora Roberts,4,9780425280119,2,0,2016-07-10
5584,HERE'S TO US,Elin Hilderbrand,5,9780316375153,2,0,2016-07-10
5585,FOREIGN AGENT,Brad Thor,6,9781476789378,2,0,2016-07-10
5586,THE GIRLS,Emma Cline,7,9780812998603,2,0,2016-07-10
5587,GO SET A WATCHMAN,Harper Lee,8,9780062409874,16,0,2016-07-10
5588,BEFORE THE FALL,Noah Hawley,9,9781455561803,4,0,2016-07-10
5589,CROSS KILL,James Patterson,10,9780316317146,3,0,2016-07-10
5590,AFTER YOU,Jojo Moyes,11,9780698152045,10,0,2016-07-10
5591,THE GIRL ON THE TRAIN,Paula Hawkins,12,9780698185395,70,0,2016-07-10
5592,THE MURDER HOUSE,James Patterson and David Ellis,13,9780316337977,8,0,2016-07-10
5593,TOM CLANCY: DUTY AND HONOR,Grant Blackwood,14,9780399176807,2,0,2016-07-10
5594,A MAN CALLED OVE,Fredrik Backman,15,9781476738024,6,0,2016-07-10
5595,SAY YOU'LL STAY,Corinne Michaels,16,9781942834182,0,0,2016-07-10
5596,RIVERBEND ROAD,Raeanne Thayne,17,9780373789832,0,0,2016-07-10
5597,THE NIGHTINGALE,Kristin Hannah,18,9781466850606,0,0,2016-07-10
5598,15TH AFFAIR,James Patterson and Maxine Paetro,19,9780316290050,0,0,2016-07-10
5599,BORN OF LEGEND,Sherrilyn Kenyon,20,9781250082824,0,0,2016-07-10
5600,THE GAMES,James Patterson and Mark Sullivan,1,9780316290197,1,0,2016-07-17
5601,ME BEFORE YOU,Jojo Moyes,2,9781101606377,22,0,2016-07-17
5602,FIRST COMES LOVE,Emily Giffin,3,9780345546937,1,0,2016-07-17
5603,SHADOW RIDER,Christine Feehan,4,9780698197770,1,0,2016-07-17
5604,THE GIRLS,Emma Cline,5,9780812998603,3,0,2016-07-17
5605,END OF WATCH,Stephen King,6,9781501129742,4,0,2016-07-17
5606,HERE'S TO US,Elin Hilderbrand,7,9780316375153,3,0,2016-07-17
5607,THE GIRL ON THE TRAIN,Paula Hawkins,8,9780698185395,71,0,2016-07-17
5608,AFTER YOU,Jojo Moyes,9,9780698152045,11,0,2016-07-17
5609,FOREIGN AGENT,Brad Thor,10,9781476789378,3,0,2016-07-17
5610,A GAME OF THRONES,George RR Martin,11,9780553897845,46,0,2016-07-17
5611,BEFORE THE FALL,Noah Hawley,12,9781455561803,5,0,2016-07-17
5612,BAY OF SIGHS,Nora Roberts,13,9780425280119,3,0,2016-07-17
5613,A MAN CALLED OVE,Fredrik Backman,14,9781476738024,7,0,2016-07-17
5614,THE NIGHTINGALE,Kristin Hannah,15,9781466850606,59,0,2016-07-17
5615,A GENTLEMAN NEVER TELLS,Eloisa James,16,9780062573063,0,0,2016-07-17
5616,SAY YOU'LL STAY,Corinne Michaels,17,9781942834182,0,0,2016-07-17
5617,CROSS KILL,James Patterson,18,9780316317146,0,0,2016-07-17
5618,GHOSTS OF WAR,Brad Taylor,19,9780698409774,0,0,2016-07-17
